category,city,container,customer_id,customer_name,customer_segment,department,item,item_id,order_date,order_id,order_priority,postal_code,region,row_id,ship_date,ship_mode,state,days_to_ship,discount,kpi_-_profit_ratio,number_of_records,order_quantity,product_base_margin,profit,profit_ratio,sales,shipping_cost,unit_price,profit_margin,profit_per_unit
Computer Peripherals,Irving,Small Pack,494,Jimmy Alston Holder,Consumer,Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",11218,2013-05-13,88905,Medium,75061,Central,19146,2013-05-15,Regular Air,Texas,2,0.06,Poor,1,12,0.74,-37,-0.3663,101,2,8,-0.36633663366336633,-3.0833333333333335
Paper,Holladay,Small Box,1989,David Weaver,Corporate,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",10225,2013-05-13,90001,High,84117,West,20555,2013-05-16,Regular Air,Utah,3,0.01,Acceptable,1,11,0.36,178,0.3701,481,20,41,0.3700623700623701,16.181818181818183
Computer Peripherals,Garden City,Small Box,3041,Carrie Duke,Corporate,Technology,Keytronic 105-Key Spanish Keyboard,10873,2013-05-13,86102,Not Specified,67846,Central,19381,2013-05-16,Regular Air,Kansas,3,0.08,Poor,1,17,0.77,97,0.0821,1182,4,74,0.08206429780033841,5.705882352941177
Storage & Organization,Saint Louis,Large Box,688,Ashley Reese,Small Business,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",10451,2013-05-14,88503,Critical,63116,Central,21411,2013-05-14,Regular Air,Missouri,0,0.07,Poor,1,10,0.8,-207,-0.0762,2716,35,279,-0.07621502209131076,-20.7
Appliances,Yuba City,Medium Box,1042,Jerome Burch,Small Business,Office Supplies,Holmes Odor Grabber,10844,2013-05-14,87847,Critical,95991,West,20937,2013-05-15,Express Air,California,1,0.0,Poor,1,6,0.52,9,0.0909,99,7,14,0.09090909090909091,1.5
Binders and Binder Accessories,Davis,Small Box,2610,Tommy Lutz,Corporate,Office Supplies,3M Organizer Strips,10479,2013-05-14,86118,High,95616,West,18046,2013-05-15,Regular Air,California,1,0.09,Poor,1,9,0.37,-136,-2.7755,49,8,5,-2.7755102040816326,-15.11111111111111
Binders and Binder Accessories,Calexico,Small Box,3354,Sara Faulkner,Corporate,Office Supplies,Lock-Up Easel 'Spel-Binder',10934,2013-05-14,88589,High,92231,West,19838,2013-05-15,Regular Air,California,1,0.03,Acceptable,1,7,0.38,138,0.69,200,1,29,0.69,19.714285714285715
Paper,Calexico,Small Box,3354,Sara Faulkner,Corporate,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),11210,2013-05-14,88589,High,92231,West,19839,2013-05-16,Regular Air,California,2,0.07,Poor,1,6,0.36,-62,-1.6757,37,7,6,-1.6756756756756757,-10.333333333333334
Pens & Art Supplies,Fruit Cove,Wrap Bag,2858,Jerry Webster,Corporate,Office Supplies,Newell 343,10576,2013-05-15,88279,Medium,32259,South,18516,2013-05-16,Regular Air,Florida,1,0.06,Poor,1,3,0.58,-9,-1.0,9,1,3,-1.0,-3.0
Pens & Art Supplies,Oxford,Wrap Bag,91,Wallace Werner,Home Office,Office Supplies,Prismacolor Color Pencil Set,10328,2013-05-15,87175,High,1540,East,23071,2013-05-16,Regular Air,Massachusetts,1,0.07,Acceptable,1,9,0.44,118,0.6901,171,4,20,0.6900584795321637,13.11111111111111
Paper,Terrytown,Small Box,92,Victoria Baker Hoover,Home Office,Office Supplies,Xerox 1897,11014,2013-05-15,87175,High,70056,South,23070,2013-05-16,Regular Air,Louisiana,1,0.09,Acceptable,1,9,0.36,325,7.2222,45,6,5,7.222222222222222,36.111111111111114
Paper,Terrytown,Wrap Bag,92,Victoria Baker Hoover,Home Office,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",10142,2013-05-15,87175,High,70056,South,23069,2013-05-17,Regular Air,Louisiana,2,0.07,Poor,1,16,0.35,-191,-1.447,132,1,8,-1.446969696969697,-11.9375
Appliances,Gulfport,Small Box,1554,Joan Floyd,Small Business,Office Supplies,Staples Surge Protector 6 outlet,11043,2013-05-16,87485,High,39503,South,26135,2013-05-16,Regular Air,Mississippi,0,0.04,Acceptable,1,15,0.58,481,2.7965,172,4,11,2.796511627906977,32.06666666666667
Telephones and Communication,Norwood,Wrap Bag,489,Eileen Cheek,Corporate,Technology,Accessory25,11021,2013-05-16,91063,Medium,2062,East,23393,2013-05-16,Regular Air,Massachusetts,0,0.09,Acceptable,1,14,0.57,122,0.5304,230,1,21,0.5304347826086957,8.714285714285714
Binders and Binder Accessories,Sanford,Small Box,487,Molly Vincent,Corporate,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,10907,2013-05-16,91063,Medium,4073,East,23394,2013-05-17,Express Air,Maine,1,0.1,Poor,1,5,0.4,-67,-3.1905,21,6,3,-3.1904761904761907,-13.4
Paper,South Portland,Small Box,488,Ronnie Creech,Corporate,Office Supplies,Xerox 1933,10528,2013-05-16,91063,Medium,4106,East,23395,2013-05-18,Regular Air,Maine,2,0.07,Poor,1,2,0.38,-8,-0.3077,26,5,12,-0.3076923076923077,-4.0
Computer Peripherals,San Antonio,Small Box,266,Ross Frederick,Corporate,Technology,Keytronic 105-Key Spanish Keyboard,10873,2013-05-16,90593,Not Specified,78207,Central,20858,2013-05-18,Express Air,Texas,2,0.0,Acceptable,1,17,0.67,326,0.2506,1301,12,74,0.25057647963105306,19.176470588235293
Paper,Eureka,Small Box,3264,Becky Puckett,Corporate,Office Supplies,Hammermill Color Copier Paper (28Lb. and 96 Bright),10939,2013-05-17,89835,Medium,95501,West,19214,2013-05-19,Regular Air,California,2,0.04,Poor,1,5,0.4,-92,-1.7692,52,12,10,-1.7692307692307692,-18.4
Binders and Binder Accessories,Lancaster,Small Box,1108,Dwight Bishop,Small Business,Office Supplies,GBC Wire Binding Strips,11155,2013-05-18,86409,Medium,75146,Central,20807,2013-05-18,Express Air,Texas,0,0.09,Acceptable,1,9,0.37,67,0.2472,271,13,32,0.24723247232472326,7.444444444444445
Bookcases,Union City,Jumbo Box,1159,Arlene Weeks,Consumer,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",11202,2013-05-18,90854,High,7086,East,20897,2013-05-19,Delivery Truck,New Jersey,1,0.04,Poor,1,1,0.62,-153,-1.3784,111,36,101,-1.3783783783783783,-153.0
Appliances,Dearborn Heights,Small Box,1974,Robert Brantley,Consumer,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,10598,2013-05-18,89040,Medium,48127,Central,18795,2013-05-19,Regular Air,Michigan,1,0.09,Poor,1,5,0.58,-17,-0.1717,99,6,20,-0.1717171717171717,-3.4
Envelopes,Dearborn Heights,Small Box,1974,Robert Brantley,Consumer,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",10992,2013-05-18,89040,Medium,48127,Central,18796,2013-05-19,Regular Air,Michigan,1,0.06,Acceptable,1,3,0.38,26,0.5652,46,1,16,0.5652173913043478,8.666666666666666
Telephones and Communication,Lancaster,Small Box,1108,Dwight Bishop,Small Business,Technology,Talkabout T8367,10878,2013-05-18,86409,Medium,75146,Central,20809,2013-05-19,Express Air,Texas,1,0.02,Acceptable,1,8,0.56,168,0.35,480,9,66,0.35,21.0
Telephones and Communication,Rancho Cucamonga,Small Box,922,Dolores Abrams,Small Business,Technology,Item 11196,11196,2013-05-18,87135,Not Specified,91730,West,18395,2013-05-19,Express Air,California,1,0.01,Acceptable,1,14,0.56,397,0.5077,782,9,66,0.5076726342710998,28.357142857142858
Paper,Reno,Small Box,871,Sandy Ellington,Home Office,Office Supplies,Xerox 231,10105,2013-05-18,90578,Not Specified,89502,West,22548,2013-05-20,Regular Air,Nevada,2,0.0,Poor,1,18,0.37,-33,-0.2578,128,5,6,-0.2578125,-1.8333333333333333
Binders and Binder Accessories,Reno,Small Box,871,Sandy Ellington,Home Office,Office Supplies,Storex Dura Pro™ Binders,10553,2013-05-18,90578,Not Specified,89502,West,22547,2013-05-21,Regular Air,Nevada,3,0.01,Poor,1,12,0.38,-239,-3.1867,75,10,6,-3.1866666666666665,-19.916666666666668
Paper,Dallas,Wrap Bag,1106,Maxine Collier Grady,Small Business,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",10079,2013-05-18,20261,Medium,75220,Central,2808,2013-05-21,Regular Air,Texas,3,0.04,Acceptable,1,52,0.39,82,0.2579,318,1,6,0.2578616352201258,1.5769230769230769
Paper,Lancaster,Wrap Bag,1108,Dwight Bishop,Small Business,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",10079,2013-05-18,86409,Medium,75146,Central,20808,2013-05-21,Regular Air,Texas,3,0.04,Acceptable,1,13,0.39,55,0.6875,80,1,6,0.6875,4.230769230769231
Rubber Bands,Newington,Wrap Bag,276,Lucille Rankin,Corporate,Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",10966,2013-05-19,89291,Critical,6111,East,23504,2013-05-20,Express Air,Connecticut,1,0.04,Poor,1,3,0.83,-1,-0.125,8,1,2,-0.125,-0.3333333333333333
Paper,South Vineland,Wrap Bag,406,June Frank Hammond,Small Business,Office Supplies,Rediform S.O.S. Phone Message Books,10438,2013-05-19,87804,High,8360,East,21570,2013-05-20,Regular Air,New Jersey,1,0.03,Acceptable,1,15,0.36,50,0.6849,73,1,5,0.684931506849315,3.3333333333333335
Rubber Bands,Oxford,Wrap Bag,21,Tony Wilkins Winters,Small Business,Office Supplies,Advantus Plastic Paper Clips,10276,2013-05-19,42949,Not Specified,1540,East,6062,2013-05-20,Regular Air,Massachusetts,1,0.08,Poor,1,58,0.37,-17,-0.058,293,3,5,-0.05802047781569966,-0.29310344827586204
Telephones and Communication,Belleville,Small Pack,282,Vickie Andrews,Corporate,Technology,Accessory36,10699,2013-05-19,89291,Critical,7109,East,23503,2013-05-20,Regular Air,New Jersey,1,0.03,Poor,1,9,0.83,-221,-0.53,417,5,56,-0.5299760191846523,-24.555555555555557
Chairs & Chairmats,Twin Falls,Large Box,3206,Dana Rankin,Consumer,Furniture,"Lifetime Advantage™ Folding Chairs, 4/Carton",10327,2013-05-19,87934,Not Specified,83301,West,21229,2013-05-21,Express Air,Idaho,2,0.06,Acceptable,1,7,0.57,969,0.6508,1489,18,218,0.6507723304231028,138.42857142857142
Binders and Binder Accessories,Channelview,Small Box,1254,Anne Bland,Home Office,Office Supplies,Economy Binders,11057,2013-05-19,89982,Medium,77530,Central,23455,2013-05-21,Regular Air,Texas,2,0.04,Poor,1,16,0.36,-11,-0.3235,34,1,2,-0.3235294117647059,-0.6875
Envelopes,El Paso,Small Box,1131,Benjamin Strauss,Home Office,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",11227,2013-05-19,88103,Medium,79907,Central,19917,2013-05-21,Regular Air,Texas,2,0.02,Acceptable,1,13,0.36,70,0.6863,102,1,8,0.6862745098039216,5.384615384615385
Envelopes,Boston,Small Box,1129,Pam Patton,Home Office,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",11227,2013-05-19,13735,Medium,2118,East,1917,2013-05-21,Regular Air,Massachusetts,2,0.02,Acceptable,1,52,0.36,117,0.2875,407,1,8,0.28746928746928746,2.25
Office Machines,Oxford,Medium Box,21,Tony Wilkins Winters,Small Business,Technology,Hewlett Packard 6S Scientific Calculator,10277,2013-05-19,42949,Not Specified,1540,East,6063,2013-05-21,Regular Air,Massachusetts,2,0.07,Poor,1,71,0.39,-115,-0.1258,914,9,13,-0.12582056892778992,-1.619718309859155
Office Machines,Missoula,Medium Box,19,Jim Rodgers,Small Business,Technology,Hewlett Packard 6S Scientific Calculator,10277,2013-05-19,90032,Not Specified,59801,West,24063,2013-05-21,Regular Air,Montana,2,0.07,Poor,1,18,0.39,-115,-0.4957,232,9,13,-0.4956896551724138,-6.388888888888889
Pens & Art Supplies,Walla Walla,Wrap Bag,820,Catherine Mullins,Small Business,Office Supplies,Avery Hi-Liter® Smear-Safe Highlighters,10522,2013-05-19,90244,Low,99362,West,21942,2013-05-23,Regular Air,Washington,4,0.09,Poor,1,1,0.49,-3,-0.5,6,1,6,-0.5,-3.0
Storage & Organization,Boston,Jumbo Drum,2198,Lester Woodward Maynard,Small Business,Office Supplies,"Tennsco Lockers, Gray",11003,2013-05-20,89174,Not Specified,2129,East,26084,2013-05-20,Delivery Truck,Massachusetts,0,0.1,Poor,1,16,0.78,-2111,-6.1545,343,53,21,-6.154518950437318,-131.9375
Computer Peripherals,Boston,Small Box,1246,Lois Hansen,Home Office,Technology,Hayes Optima 56K V.90 Internal Voice Modem,10382,2013-05-20,46853,Low,2129,East,6581,2013-05-20,Regular Air,Massachusetts,0,0.03,Acceptable,1,32,0.51,1490,0.1814,8216,11,257,0.18135345666991237,46.5625
Office Machines,Coachella,Jumbo Drum,1257,Ryan Foster,Home Office,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,11251,2013-05-20,86535,Medium,92236,West,18131,2013-05-21,Delivery Truck,California,1,0.01,Poor,1,5,0.4,-164,-0.2715,604,56,116,-0.271523178807947,-32.8
Chairs & Chairmats,Bozeman,Jumbo Drum,2385,Janice Frye,Small Business,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",10712,2013-05-20,89184,Critical,59715,West,21171,2013-05-22,Delivery Truck,Montana,2,0.1,Poor,1,18,0.78,-592,-0.2619,2260,30,131,-0.26194690265486725,-32.888888888888886
Binders and Binder Accessories,Bullhead City,Small Box,2699,Marcia Greenberg,Corporate,Office Supplies,Cardinal Holdit Business Card Pockets,10946,2013-05-20,87677,Critical,86442,West,21580,2013-05-22,Regular Air,Arizona,2,0.06,Poor,1,16,0.37,-103,-1.3038,79,5,5,-1.3037974683544304,-6.4375
Pens & Art Supplies,Boston,Small Pack,2198,Lester Woodward Maynard,Small Business,Office Supplies,Boston 1799 Powerhouse™ Electric Pencil Sharpener,11002,2013-05-20,89174,Not Specified,2129,East,26083,2013-05-23,Regular Air,Massachusetts,3,0.03,Acceptable,1,16,0.57,296,0.69,429,4,26,0.6899766899766899,18.5
Labels,Spanish Fork,Small Box,1182,Jesse Williamson,Home Office,Office Supplies,Avery 494,10701,2013-05-21,86913,High,84660,West,19484,2013-05-21,Regular Air,Utah,0,0.07,Acceptable,1,15,0.39,27,0.6923,39,1,3,0.6923076923076923,1.8
Binders and Binder Accessories,Annapolis,Small Box,3249,Nicole Goldstein,Corporate,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",10823,2013-05-21,87298,High,21403,East,25820,2013-05-22,Regular Air,Maryland,1,0.03,Acceptable,1,16,0.36,463,0.69,671,3,43,0.6900149031296572,28.9375
Pens & Art Supplies,Janesville,Wrap Bag,2450,Tonya Miller,Home Office,Office Supplies,Newell 31,10218,2013-05-21,90322,Not Specified,53545,Central,20687,2013-05-23,Regular Air,Wisconsin,2,0.08,Poor,1,1,0.57,-6,-1.5,4,1,4,-1.5,-6.0
Pens & Art Supplies,Olive Branch,Wrap Bag,1814,Albert Tyson,Home Office,Office Supplies,Newell 340,11149,2013-05-21,90524,Not Specified,38654,South,21747,2013-05-23,Regular Air,Mississippi,2,0.0,Poor,1,13,0.56,-142,-3.7368,38,1,3,-3.736842105263158,-10.923076923076923
Computer Peripherals,Olive Branch,Small Box,1814,Albert Tyson,Home Office,Technology,Micro Innovations Media Access Pro Keyboard,10259,2013-05-21,90524,Not Specified,38654,South,21746,2013-05-23,Express Air,Mississippi,2,0.09,Poor,1,17,0.76,-987,-0.7586,1301,4,78,-0.7586471944657955,-58.05882352941177
Tables,Hilliard,Jumbo Box,3096,Mike Howard,Consumer,Furniture,Bevis Boat-Shaped Conference Table,10394,2013-05-22,86221,High,43026,East,21237,2013-05-23,Delivery Truck,Ohio,1,0.02,Poor,1,9,0.75,-633,-0.2537,2495,63,262,-0.2537074148296593,-70.33333333333333
Chairs & Chairmats,Huntsville,Jumbo Drum,2422,Arlene Wiggins Dalton,Home Office,Furniture,"Global Airflow Leather Mesh Back Chair, Black",10343,2013-05-22,89053,Not Specified,77340,Central,18802,2013-05-23,Delivery Truck,Texas,1,0.05,Acceptable,1,12,0.55,650,0.35,1857,44,151,0.3500269251480883,54.166666666666664
Chairs & Chairmats,South Lake Tahoe,Large Box,1450,Veronica Peck,Consumer,Furniture,"Lifetime Advantage™ Folding Chairs, 4/Carton",10327,2013-05-22,86735,Medium,96150,West,23793,2013-05-23,Express Air,California,1,0.1,Acceptable,1,12,0.57,1319,0.5572,2367,18,218,0.5572454583861428,109.91666666666667
Appliances,Hilliard,Small Box,3096,Mike Howard,Consumer,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,10052,2013-05-22,86221,High,43026,East,21235,2013-05-23,Express Air,Ohio,1,0.08,Poor,1,3,0.6,-17,-0.1417,120,7,41,-0.14166666666666666,-5.666666666666667
Computer Peripherals,Hilliard,Small Pack,3096,Mike Howard,Consumer,Technology,"Imation Neon Mac Format Diskettes, 10/Pack",10698,2013-05-22,86221,High,43026,East,21236,2013-05-23,Express Air,Ohio,1,0.08,Poor,1,12,0.77,-60,-0.6061,99,3,8,-0.6060606060606061,-5.0
Paper,Troy,Small Box,3366,Dana Boyle,Home Office,Office Supplies,Xerox 231,10105,2013-05-22,90501,Low,45373,East,19750,2013-05-26,Regular Air,Ohio,4,0.02,Poor,1,8,0.37,-24,-0.4286,56,5,6,-0.42857142857142855,-3.0
Office Machines,Troy,Jumbo Drum,3366,Dana Boyle,Home Office,Technology,Lexmark Z25 Color Inkjet Printer,10532,2013-05-22,90501,Low,45373,East,19749,2013-05-27,Delivery Truck,Ohio,5,0.1,Poor,1,11,0.37,66,0.0788,838,34,81,0.07875894988066826,6.0
Paper,Surprise,Small Box,1054,Keith R Atkinson,Corporate,Office Supplies,Xerox 1883,11134,2013-05-23,90069,Not Specified,85374,West,26260,2013-05-24,Regular Air,Arizona,1,0.08,Acceptable,1,8,0.39,145,0.6905,210,6,26,0.6904761904761905,18.125
Computer Peripherals,Oxford,Small Pack,2391,Jacob McNeill,Corporate,Technology,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",11139,2013-05-23,91122,Not Specified,1540,East,23557,2013-05-24,Regular Air,Massachusetts,1,0.06,Poor,1,9,0.72,-46,-1.0952,42,2,5,-1.0952380952380953,-5.111111111111111
Binders and Binder Accessories,Irving,Small Box,2868,Eugene Clayton,Corporate,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",11094,2013-05-23,85828,Not Specified,75061,Central,19293,2013-05-25,Express Air,Texas,2,0.08,Poor,1,4,0.37,-67,-1.0152,66,13,16,-1.0151515151515151,-16.75
Binders and Binder Accessories,Surprise,Small Box,1054,Keith R Atkinson,Corporate,Office Supplies,Wilson Jones Custom Binder Spines & Labels,11133,2013-05-23,90069,Not Specified,85374,West,26259,2013-05-25,Express Air,Arizona,2,0.03,Poor,1,4,0.36,-52,-2.0,26,7,5,-2.0,-13.0
Paper,Bakersfield,Small Box,2652,Brenda Ross,Consumer,Office Supplies,Xerox 1938,10612,2013-05-23,89361,Medium,93309,West,18949,2013-05-25,Regular Air,California,2,0.06,Acceptable,1,2,0.37,22,0.234,94,6,48,0.23404255319148937,11.0
Envelopes,Oxford,Small Box,2391,Jacob McNeill,Corporate,Office Supplies,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",10205,2013-05-23,91122,Not Specified,1540,East,23558,2013-05-25,Regular Air,Massachusetts,2,0.1,Acceptable,1,12,0.38,204,0.6497,314,8,27,0.6496815286624203,17.0
Labels,Gorham,Small Box,1008,Priscilla Frank,Home Office,Office Supplies,Self-Adhesive Removable Labels,10083,2013-05-23,88371,High,4038,East,18529,2013-05-25,Regular Air,Maine,2,0.01,Acceptable,1,8,0.37,18,0.72,25,0,3,0.72,2.25
Binders and Binder Accessories,Derry,Small Box,3287,Mary Norman,Small Business,Office Supplies,Surelock™ Post Binders,11052,2013-05-23,89897,Low,3038,East,21567,2013-05-25,Regular Air,New Hampshire,2,0.08,Acceptable,1,17,0.35,353,0.6908,511,3,31,0.6908023483365949,20.764705882352942
Telephones and Communication,Surprise,Wrap Bag,1054,Keith R Atkinson,Corporate,Technology,Accessory37,11135,2013-05-23,90069,Not Specified,85374,West,26261,2013-05-25,Regular Air,Arizona,2,0.06,Poor,1,1,0.81,-112,-6.2222,18,3,21,-6.222222222222222,-112.0
Office Machines,Mesa,Medium Box,526,April Hu,Home Office,Technology,Canon P1-DHIII Palm Printing Calculator,11245,2013-05-23,90026,High,85204,West,22176,2013-05-25,Regular Air,Arizona,2,0.09,Poor,1,12,0.4,-7,-0.0332,211,9,18,-0.03317535545023697,-0.5833333333333334
Telephones and Communication,Grand Junction,Small Box,241,Amy Ellis Holder,Small Business,Technology,270c,10554,2013-05-24,90480,Low,81503,West,25265,2013-05-24,Regular Air,Colorado,0,0.02,Acceptable,1,8,0.59,398,0.4559,873,3,126,0.4558991981672394,49.75
Tables,Austin,Jumbo Drum,3257,Sharon Marcus,Consumer,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",11224,2013-05-24,88825,Not Specified,78745,Central,18728,2013-05-25,Delivery Truck,Texas,1,0.01,Acceptable,1,15,0.0,3739,0.69,5419,60,349,0.6899797010518546,249.26666666666668
Envelopes,Kirkwood,Small Box,2266,Brandon Beach,Corporate,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",10992,2013-05-24,86610,Critical,63122,Central,25997,2013-05-25,Regular Air,Missouri,1,0.01,Acceptable,1,16,0.38,171,0.6895,248,1,16,0.6895161290322581,10.6875
Rubber Bands,Morristown,Wrap Bag,2941,Leah Pollock,Small Business,Office Supplies,Staples Metal Binder Clips,11223,2013-05-24,87618,Critical,7960,East,23567,2013-05-25,Regular Air,New Jersey,1,0.05,Acceptable,1,8,0.39,13,0.619,21,1,3,0.6190476190476191,1.625
Appliances,Kirkwood,Medium Box,2266,Brandon Beach,Corporate,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",10937,2013-05-24,86610,Critical,63122,Central,25996,2013-05-26,Regular Air,Missouri,2,0.02,Poor,1,3,0.42,-15,-0.4286,35,6,11,-0.42857142857142855,-5.0
Binders and Binder Accessories,Grand Junction,Small Box,241,Amy Ellis Holder,Small Business,Office Supplies,Storex Dura Pro™ Binders,10553,2013-05-24,90480,Low,81503,West,25264,2013-05-31,Regular Air,Colorado,7,0.01,Poor,1,13,0.38,-257,-3.2125,80,10,6,-3.2125,-19.76923076923077
Office Furnishings,Southbury,Wrap Bag,865,Dana Burgess,Corporate,Furniture,Coloredge Poster Frame,10663,2013-05-25,90674,Critical,6488,East,21214,2013-05-26,Regular Air,Connecticut,1,0.03,Acceptable,1,18,0.46,122,0.4569,267,5,14,0.45692883895131087,6.777777777777778
Binders and Binder Accessories,Oxford,Small Box,451,Joyce Murray,Home Office,Office Supplies,Vinyl Sectional Post Binders,10625,2013-05-25,86012,Critical,1540,East,21117,2013-05-26,Regular Air,Massachusetts,1,0.04,Acceptable,1,12,0.35,300,0.6912,434,3,38,0.6912442396313364,25.0
